0,70,70,0,0,0,993,0,0,0
1,107,77,2,-30,0,587,10,31,0
2,109,139,2,-25,462,472,10,121,0
3,120,22,1,39,124,134,10,0,117
4,48,47,0,19,31,41,10,0,188
6,12,138,3,-17,285,295,10,47,0
8,121,124,2,-29,0,550,10,17,0
9,61,57,0,-33,385,395,10,37,0
10,40,113,3,-34,487,497,10,100,0
12,12,84,3,16,209,219,10,0,23
13,44,116,3,27,0,572,10,0,138
15,41,36,0,13,61,71,10,0,95
16,132,133,2,24,0,536,10,0,115
17,104,139,2,29,0,548,10,0,8
18,104,54,1,-4,0,587,10,79,0
19,22,104,3,11,0,566,10,0,38
20,46,133,3,-17,99,109,10,62,0
21,138,78,2,43,212,222,10,0,123
22,16,92,3,10,0,566,10,0,178
23,18,104,3,-16,347,357,10,12,0
24,66,82,3,-25,0,612,10,90,0
25,107,25,1,13,284,294,10,0,116
27,101,0,1,-6,0,548,10,67,0
29,20,69,0,13,388,398,10,0,97
30,64,132,3,8,67,77,10,0,142
31,115,82,2,30,0,578,10,0,1
32,54,106,3,-10,0,585,10,84,0
33,30,21,0,12,0,561,10,0,179
34,63,129,3,7,216,226,10,0,192
35,82,100,2,18,114,124,10,0,99
36,108,30,1,18,106,116,10,0,80
37,37,73,0,33,0,591,10,0,9
38,50,112,3,-11,242,252,10,19,0
40,92,138,2,-26,463,473,10,88,0
41,81,36,1,-20,0,589,10,93,0
42,115,124,2,-19,421,431,10,124,0
43,13,48,0,15,0,563,10,0,77
44,113,35,1,9,61,71,10,0,86
45,60,84,3,23,0,607,10,0,57
46,44,58,0,30,28,38,10,0,164
47,8,87,3,17,0,560,10,0,6
48,116,105,2,23,154,164,10,0,169
49,117,4,1,9,0,543,10,0,195
54,32,52,0,32,161,171,10,0,174
55,89,39,1,23,37,47,10,0,68
56,54,41,0,9,0,591,10,0,166
57,39,100,3,-23,144,154,10,45,0
58,5,99,3,-14,330,883,10,106,0
59,67,96,3,-22,0,598,10,112,0
62,55,127,3,17,0,566,10,0,20
63,103,44,1,12,42,52,10,0,66
65,16,62,0,15,0,570,10,0,177
66,140,36,1,-12,0,547,10,63,0
67,90,44,1,6,62,72,10,0,27
68,113,32,1,-23,154,164,10,55,0
69,104,73,2,-18,259,269,10,120,0
71,15,4,0,23,642,652,10,0,151
72,54,33,0,20,0,584,10,0,184
73,70,94,3,32,50,60,10,0,111
74,35,90,3,-20,914,924,10,129,0
77,10,111,3,-15,0,552,10,43,0
78,138,105,2,24,413,423,10,0,168
79,113,45,1,4,309,319,10,0,18
80,92,22,1,-18,0,572,10,36,0
82,10,86,3,14,0,562,10,0,189
84,46,112,3,10,296,306,10,0,32
85,12,48,0,4,0,562,10,0,94
86,137,7,1,-9,166,176,10,44,0
87,79,80,2,4,59,69,10,0,118
88,69,116,3,26,354,364,10,0,40
89,28,62,0,23,0,582,10,0,127
90,50,106,3,25,0,583,10,0,24
92,120,102,2,-27,138,148,10,103,0
93,65,0,1,20,142,152,10,0,41
94,4,71,0,-4,170,180,10,85,0
95,19,120,3,-13,271,281,10,15,0
97,58,80,3,-13,0,609,10,29,0
99,69,115,3,-18,0,579,10,35,0
100,36,124,3,34,0,561,10,0,10
102,17,138,3,8,443,453,10,0,173
103,103,82,2,27,0,589,10,0,92
104,38,122,3,13,244,254,10,0,136
106,29,60,0,14,267,277,10,0,58
108,54,78,3,-1,947,957,10,114,0
110,34,72,0,-20,165,753,10,125,0
111,80,103,2,-32,382,392,10,73,0
112,78,111,2,22,0,583,10,0,59
113,116,83,2,-23,0,577,10,126,0
114,29,94,3,1,271,848,10,0,108
115,137,137,2,-24,198,208,10,16,0
116,110,28,1,-13,315,325,10,25,0
117,116,13,1,-39,0,551,10,3,0
118,59,115,3,-4,330,340,10,87,0
120,120,60,1,18,140,150,10,0,69
121,85,111,2,25,0,581,10,0,2
123,137,84,2,-43,0,556,10,21,0
124,103,86,2,19,268,278,10,0,42
125,30,57,0,20,717,727,10,0,110
126,139,72,2,23,0,555,10,0,113
127,2,106,3,-23,0,548,10,89,0
128,64,138,3,15,0,556,10,0,200
129,23,39,0,20,0,568,10,0,74
136,26,130,3,-13,278,288,10,104,0
138,55,102,3,-27,325,335,10,13,0
142,56,139,3,-8,320,330,10,30,0
151,27,46,0,-23,696,706,10,71,0
164,36,54,0,-30,0,587,10,46,0
166,34,20,0,-9,161,171,10,56,0
168,137,96,2,-24,0,553,10,78,0
169,110,99,2,-23,313,323,10,48,0
173,33,117,3,-8,0,565,10,102,0
174,37,79,3,-32,0,590,10,54,0
177,13,129,3,-15,361,371,10,65,0
178,20,106,3,-10,0,563,10,22,0
179,15,9,0,-12,420,430,10,33,0
184,42,29,0,-20,70,80,10,72,0
188,44,36,0,-19,0,582,10,4,0
189,8,138,3,-14,0,532,10,82,0
192,97,115,2,-7,0,572,10,34,0
195,105,2,1,-9,0,548,10,49,0
200,95,135,2,-15,411,421,10,128,0
