0,70,70,0,0,0,2535,0,0,0
1,101,0,0,-10,1973,2130,10,108,0
2,26,50,2,7,1552,1667,10,0,169
3,30,57,2,-12,912,1050,10,33,0
4,29,60,2,14,138,199,10,0,192
5,69,116,3,26,1381,1493,10,0,22
6,137,137,1,-4,378,539,10,125,0
7,103,119,1,-12,1329,1463,10,44,0
8,78,111,1,22,112,222,10,0,151
9,107,25,0,13,1133,1176,10,0,101
10,17,138,3,-18,1719,1861,10,119,0
12,20,69,2,13,1472,1673,10,0,20
13,121,123,1,9,1009,1167,10,0,102
15,137,7,0,40,631,735,10,0,140
16,50,106,3,25,1254,1429,10,0,59
17,46,112,3,10,1133,1274,10,0,97
18,79,72,0,-29,0,2516,10,81,0
19,104,32,0,-23,528,670,10,116,0
20,8,87,3,-13,1615,1714,10,12,0
22,80,103,1,-26,1484,1613,10,5,0
23,78,63,0,19,10,128,10,0,41
25,37,79,3,-13,0,2491,10,66,0
26,64,132,3,8,168,411,10,0,124
28,39,13,2,-20,1490,1637,10,106,0
29,120,14,0,20,1030,1159,10,0,160
30,10,86,3,14,0,2463,10,0,153
31,140,42,0,-9,412,512,10,65,0
32,121,124,1,21,575,744,10,0,55
33,42,29,2,12,238,362,10,0,3
34,44,58,2,30,47,182,10,0,117
35,32,6,2,11,401,479,10,0,94
36,41,36,2,13,203,328,10,0,82
37,106,10,0,13,1229,1282,10,0,96
40,132,133,1,24,571,667,10,0,146
41,81,57,0,-19,33,104,10,23,0
42,120,52,0,20,1517,1598,10,0,75
44,137,101,1,12,720,755,10,0,7
45,82,103,1,15,0,2490,10,0,133
46,10,111,3,-17,1975,2088,10,69,0
47,90,44,0,6,240,298,10,0,48
48,139,73,0,-6,339,477,10,47,0
53,60,84,3,-16,1914,2059,10,121,0
55,84,88,1,-21,1428,1541,10,32,0
56,86,40,0,22,0,2491,10,0,199
57,69,115,3,20,0,2480,10,0,148
58,59,115,3,26,1239,1392,10,0,182
59,105,2,0,-25,0,2449,10,16,0
60,107,77,0,34,0,2488,10,0,168
61,104,54,0,13,208,333,10,0,73
62,54,33,2,20,118,204,10,0,179
63,32,52,2,32,557,771,10,0,70
64,37,125,3,10,0,2461,10,0,189
65,99,34,0,9,295,432,10,0,31
66,38,122,3,13,941,1052,10,0,25
67,85,75,0,37,0,2510,10,0,80
68,109,131,1,16,899,1031,10,0,86
69,103,77,0,17,1203,1242,10,0,46
70,47,83,3,-32,1280,1381,10,63,0
71,139,68,0,25,275,472,10,0,103
73,39,100,3,-13,0,2482,10,61,0
74,48,47,2,19,94,161,10,0,134
75,104,73,0,-20,0,2491,10,42,0
77,103,44,0,12,107,229,10,0,152
80,71,70,0,-37,1916,2047,10,67,0
81,83,12,0,29,911,1050,10,0,18
82,36,54,2,-13,1482,1614,10,36,0
83,16,92,3,10,0,2467,10,0,113
84,56,139,3,18,1284,1314,10,0,110
86,67,96,3,-16,1975,2081,10,68,0
88,120,22,0,39,440,591,10,0,132
90,63,129,3,7,817,954,10,0,93
91,33,117,3,20,365,507,10,0,150
92,102,52,0,-18,0,2489,10,120,0
93,13,129,3,-7,1414,1517,10,90,0
94,34,20,2,-11,636,689,10,35,0
95,114,109,1,16,326,412,10,0,136
96,86,80,0,-13,1464,1652,10,37,0
97,33,0,2,-10,1920,2060,10,17,0
100,12,48,2,4,234,351,10,0,123
101,139,72,0,-13,1349,1466,10,9,0
102,109,78,0,-9,923,1098,10,13,0
103,116,22,0,-25,558,663,10,71,0
104,27,46,2,35,0,2476,10,0,177
106,23,39,2,20,1419,1514,10,0,28
108,15,18,2,10,1581,1739,10,0,1
110,16,62,2,-18,1589,1700,10,84,0
113,37,73,3,-10,0,2492,10,83,0
114,115,124,1,11,0,2455,10,0,122
115,93,61,0,10,0,2501,10,0,183
116,89,39,0,23,101,190,10,0,19
117,65,0,2,-30,282,432,10,34,0
118,108,30,0,18,381,504,10,0,147
119,120,60,0,18,216,337,10,0,10
120,92,22,0,18,758,882,10,0,92
121,2,106,3,16,1541,1673,10,0,53
122,117,92,1,-11,1144,1240,10,114,0
123,26,130,3,-4,1089,1172,10,100,0
124,85,111,1,-8,1035,1109,10,26,0
125,113,45,0,4,0,2476,10,0,6
132,140,36,0,-39,0,2448,10,88,0
133,50,112,3,-15,929,1045,10,45,0
134,23,19,2,-19,669,824,10,74,0
136,92,138,1,-16,0,2454,10,95,0
140,112,13,0,-40,0,2455,10,15,0
146,139,110,1,-24,765,887,10,40,0
147,126,23,0,-18,0,2452,10,118,0
148,58,80,3,-20,1820,1976,10,57,0
150,64,115,3,-20,514,687,10,91,0
151,82,100,1,-22,411,543,10,8,0
152,113,35,0,-12,166,357,10,77,0
153,35,90,3,-14,1790,1896,10,30,0
160,129,24,0,-20,1341,1458,10,29,0
168,79,80,0,-34,0,2512,10,60,0
169,51,92,3,-7,1797,1905,10,2,0
177,15,4,2,-35,406,520,10,104,0
179,60,23,2,-20,224,325,10,62,0
182,4,44,2,-26,1665,1780,10,58,0
183,66,91,3,-10,0,2504,10,115,0
189,5,99,3,-10,0,2454,10,64,0
192,44,36,2,-14,211,290,10,4,0
199,81,36,0,-22,237,382,10,56,0
