group;name;type;feasible;n_reqs;n_regions;n_machs;n_vehicles_used;n_machines_used;max_max_load_all_vehicles;min_max_load_all_vehicles;mean_max_load_all_vehicles;min_completion_time;max_completion_time;mean_completion_time;avrg_machines_travel_time_with_vehicle;avrg_machines_travel_time_only_with_vehicle;avrg_machines_travel_time_no_vehicle;avrg_vehicles_waiting_time_for_a_machine_travel;avrg_vehicles_waiting_time_for_a_service
06R_06V_02I_03M;lr101;1;1;06;02;03;100;100;60.4651;17.3077;32.718167;49.9087;68.7826;56.8196;14.2203;11.5478;2.6725;2.9939;14.3392
06R_06V_02I_03M;lr102;1;1;06;02;03;50;66.6667;68.4211;10.4167;42.945933;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_03M;lr103;1;1;06;02;03;50;66.6667;73.0769;59.375;64.663467;56.0957;76.6522;65.9478;17.8957;14.2978;3.5978;0;0
06R_06V_02I_03M;lr104;1;1;06;02;03;50;33.3333;57.5758;46.1538;53.7432;47.3522;73.4478;62.4841;19.1478;19.1478;0;0;2.594
06R_06V_02I_03M;lr105;1;1;06;02;03;66.6667;66.6667;88.4615;16.2791;46.790475;31.387;72.6957;51.363;15.0348;15.0348;0;0;5.287
06R_06V_02I_03M;lr101;1;1;06;02;03;100;100;60.4651;17.3077;32.718167;49.9087;68.7826;56.8196;14.2203;11.5478;2.6725;2.9939;14.3392
06R_06V_02I_03M;lr102;1;1;06;02;03;50;66.6667;95.8333;8.6207;51.484667;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_03M;lr103;1;1;06;02;03;50;66.6667;100;50;74.358967;56.0957;76.6522;65.9478;14.2043;14.2043;0;0;0
06R_06V_02I_03M;lr104;1;1;06;02;03;50;33.3333;57.5;46.1538;50.3846;47.3522;73.4478;62.4841;19.1478;19.1478;0;0;2.594
06R_06V_02I_03M;lr105;1;1;06;02;03;66.6667;66.6667;88.4615;20.5882;48.791175;31.387;72.6957;51.363;15.0348;15.0348;0;0;5.287
06R_06V_02I_03M;lr101;1;1;06;02;03;100;100;60.4651;17.3077;32.718167;49.9087;68.7826;56.8196;14.2203;11.5478;2.6725;2.9939;14.3392
06R_06V_02I_03M;lr102;1;1;06;02;03;50;66.6667;50;13.1579;35.995167;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_03M;lr103;1;1;06;02;03;50;66.6667;81.25;50;68.108967;56.0957;76.6522;65.9478;14.2043;14.2043;0;0;0
06R_06V_02I_03M;lr104;1;1;06;02;03;50;33.3333;73.0769;46.1538;62.9759;47.3522;73.4478;62.4841;19.1478;19.1478;0;0;2.594
06R_06V_02I_03M;lr105;1;1;06;02;03;66.6667;66.6667;88.4615;16.2791;42.877925;31.387;72.6957;51.363;15.0348;15.0348;0;0;5.287
06R_06V_02I_03M;lr101;1;1;06;02;03;100;100;60.4651;17.3077;32.718167;49.9087;68.7826;56.8196;14.2203;11.5478;2.6725;2.9939;14.3392
06R_06V_02I_03M;lr102;1;1;06;02;03;50;66.6667;68.4211;41.6667;53.3626;65.8217;90.5522;78.587;10.0435;10.0435;0;0;1.0038
06R_06V_02I_03M;lr103;1;1;06;02;03;50;66.6667;73.0769;50;63.832667;56.0957;76.6522;65.9478;14.2043;14.2043;0;0;0
06R_06V_02I_03M;lr104;1;1;06;02;03;50;33.3333;57.5;36.3636;47.1212;47.3522;73.4478;62.4841;19.1478;19.1478;0;0;2.594
06R_06V_02I_03M;lr105;1;1;06;02;03;66.6667;66.6667;88.4615;20.5882;48.791175;31.387;72.6957;51.363;15.0348;15.0348;0;0;5.287
06R_06V_02I_03M;lr101;1;1;06;02;03;100;100;60.4651;17.3077;32.718167;49.9087;68.7826;56.8196;14.2203;11.5478;2.6725;2.9939;14.3392
06R_06V_02I_03M;lr102;1;1;06;02;03;50;66.6667;68.4211;8.6207;45.8195;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_03M;lr103;1;1;06;02;03;50;66.6667;100;50;69.791667;56.0957;76.6522;65.9478;14.2043;14.2043;0;0;0
06R_06V_02I_03M;lr104;1;1;06;02;03;50;33.3333;88.4615;36.3636;65.967333;47.3522;73.4478;62.4841;19.1478;19.1478;0;0;2.594
06R_06V_02I_03M;lr105;1;1;06;02;03;66.6667;66.6667;88.4615;13.4615;49.010175;31.387;72.6957;51.363;15.0348;15.0348;0;0;5.287
06R_06V_02I_03M;lr201;2;1;06;02;03;33.3333;66.6667;86.5385;46.5116;66.52505;20.009;64.179;42.094;3.3625;2.69;0.6725;14.0467;34.9392
06R_06V_02I_03M;lr202;2;1;06;02;03;33.3333;66.6667;92.1053;61.5385;76.8219;22.875;37.729;30.302;3.182;2.5495;0.6325;0.2571;0.2571
06R_06V_02I_03M;lr203;2;1;06;02;03;16.6667;100;87.5;87.5;87.5;67.669;67.669;67.669;4.2693;3.18;1.0893;10.1568;2.0467
06R_06V_02I_03M;lr204;2;1;06;02;03;16.6667;100;86.8421;86.8421;86.8421;55.982;55.982;55.982;1.816;1.4827;0.3333;0;0
06R_06V_02I_03M;lr205;2;1;06;02;03;16.6667;33.3333;95.3488;95.3488;95.3488;55.163;55.163;55.163;2.04;2.04;0;0;2.3494
06R_06V_02I_03M;lr201;2;1;06;02;03;33.3333;66.6667;86.5385;58.8235;72.681;20.009;64.179;42.094;3.3625;2.69;0.6725;14.0467;34.9392
06R_06V_02I_03M;lr202;2;1;06;02;03;33.3333;66.6667;73.6842;42.1053;57.89475;22.875;37.729;30.302;2.569;2.569;0;0;8.9043
06R_06V_02I_03M;lr203;2;1;06;02;03;16.6667;100;100;100;100;67.669;67.669;67.669;4.777;4.2093;0.5677;8.9598;2.0467
06R_06V_02I_03M;lr204;2;1;06;02;03;16.6667;100;86.8421;86.8421;86.8421;55.982;55.982;55.982;1.816;1.4827;0.3333;0;0
06R_06V_02I_03M;lr205;2;1;06;02;03;16.6667;33.3333;82.6923;82.6923;82.6923;55.163;55.163;55.163;2.04;2.04;0;0;3.2069
06R_06V_02I_03M;lr201;2;1;06;02;03;33.3333;66.6667;86.5385;58.8235;72.681;20.009;64.179;42.094;3.3625;2.69;0.6725;14.0467;34.9392
06R_06V_02I_03M;lr202;2;1;06;02;03;33.3333;66.6667;92.1053;50;71.05265;22.875;37.729;30.302;3.182;2.5495;0.6325;0.2571;0.2571
06R_06V_02I_03M;lr203;2;1;06;02;03;16.6667;100;100;100;100;67.669;67.669;67.669;4.777;4.2093;0.5677;8.9598;2.0467
06R_06V_02I_03M;lr204;2;1;06;02;03;16.6667;100;86.8421;86.8421;86.8421;55.982;55.982;55.982;1.816;1.4827;0.3333;0;0
06R_06V_02I_03M;lr205;2;1;06;02;03;16.6667;33.3333;100;100;100;55.163;55.163;55.163;2.04;2.04;0;0;0
06R_06V_02I_03M;lr201;2;1;06;02;03;33.3333;66.6667;86.5385;46.5116;66.52505;20.009;64.179;42.094;3.3625;2.69;0.6725;14.0467;34.9392
06R_06V_02I_03M;lr202;2;1;06;02;03;33.3333;66.6667;92.1053;50;71.05265;22.875;37.729;30.302;3.182;2.5495;0.6325;0;0
06R_06V_02I_03M;lr203;2;1;06;02;03;16.6667;100;100;100;100;67.669;67.669;67.669;5.3127;4.2233;1.0893;6.8421;2.0467
06R_06V_02I_03M;lr204;2;1;06;02;03;16.6667;100;86.8421;86.8421;86.8421;55.982;55.982;55.982;1.816;1.4827;0.3333;0;0
06R_06V_02I_03M;lr205;2;1;06;02;03;16.6667;33.3333;95.3488;95.3488;95.3488;55.163;55.163;55.163;2.04;2.04;0;0;1.6043
06R_06V_02I_03M;lr201;2;1;06;02;03;33.3333;66.6667;86.5385;46.5116;66.52505;20.009;64.179;42.094;3.3625;2.69;0.6725;14.0467;34.9392
06R_06V_02I_03M;lr202;2;1;06;02;03;33.3333;66.6667;90.625;61.5385;76.08175;22.875;37.729;30.302;2.569;2.569;0;0;0.493
06R_06V_02I_03M;lr203;2;1;06;02;03;16.6667;100;100;100;100;67.669;67.669;67.669;5.3127;4.2233;1.0893;6.8421;2.0467
06R_06V_02I_03M;lr204;2;1;06;02;03;16.6667;100;86.8421;86.8421;86.8421;55.982;55.982;55.982;1.816;1.4827;0.3333;0;0
06R_06V_02I_03M;lr205;2;1;06;02;03;16.6667;33.3333;82.6923;82.6923;82.6923;55.163;55.163;55.163;2.04;2.04;0;0;3.1597
06R_06V_02I_04M;lr101;1;1;06;02;04;100;75;60.4651;16.2791;32.493233;47.087;64.4478;55.3471;13.8116;11.1391;2.6725;3.1733;14.7683
06R_06V_02I_04M;lr102;1;1;06;02;04;50;50;68.4211;10.4167;42.945933;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_04M;lr103;1;1;06;02;04;50;50;73.0769;59.375;64.663467;56.0957;76.6522;65.5435;17.9304;14.3326;3.5978;0;0
06R_06V_02I_04M;lr104;1;1;06;02;04;50;25;57.5758;46.1538;53.7432;45.5391;73.4478;61.8797;18.4435;18.4435;0;0;2.594
06R_06V_02I_04M;lr105;1;1;06;02;04;66.6667;75;88.4615;16.2791;46.790475;31.387;72.6957;51.2826;12.7377;10.0739;2.6638;0;5.3131
06R_06V_02I_04M;lr101;1;1;06;02;04;100;75;76.4706;13.4615;36.032917;47.087;64.4478;55.3471;13.8116;11.1391;2.6725;3.1733;14.7683
06R_06V_02I_04M;lr102;1;1;06;02;04;50;50;95.8333;8.6207;51.484667;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_04M;lr103;1;1;06;02;04;50;50;73.0769;42.1053;58.185733;56.0957;76.6522;65.5435;17.9304;14.3326;3.5978;0;0
06R_06V_02I_04M;lr104;1;1;06;02;04;50;25;57.5;46.1538;50.3846;45.5391;73.4478;61.8797;18.4435;18.4435;0;0;2.594
06R_06V_02I_04M;lr105;1;1;06;02;04;66.6667;75;88.4615;20.5882;48.791175;31.387;72.6957;51.2826;12.7377;10.0739;2.6638;0;5.3131
06R_06V_02I_04M;lr101;1;1;06;02;04;100;75;76.4706;13.4615;34.904333;47.087;64.4478;55.3471;13.8116;11.1391;2.6725;3.1733;14.7683
06R_06V_02I_04M;lr102;1;1;06;02;04;50;50;50;13.1579;35.995167;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_04M;lr103;1;1;06;02;04;50;50;73.0769;50;61.538467;56.0957;76.6522;65.5435;17.9304;14.3326;3.5978;0;0
06R_06V_02I_04M;lr104;1;1;06;02;04;50;25;73.0769;46.1538;62.9759;45.5391;73.4478;61.8797;18.4435;18.4435;0;0;2.594
06R_06V_02I_04M;lr105;1;1;06;02;04;66.6667;75;88.4615;16.2791;42.877925;31.387;72.6957;51.2826;12.7377;10.0739;2.6638;0;5.3131
06R_06V_02I_04M;lr101;1;1;06;02;04;100;75;76.4706;16.2791;35.077967;47.087;64.4478;55.3471;13.8116;11.1391;2.6725;3.1733;14.7683
06R_06V_02I_04M;lr102;1;1;06;02;04;50;50;68.4211;41.6667;53.3626;65.8217;90.5522;78.587;10.0435;10.0435;0;0;1.0038
06R_06V_02I_04M;lr103;1;1;06;02;04;50;50;73.0769;50;60.8173;56.0957;76.6522;65.5435;17.9304;14.3326;3.5978;0;0
06R_06V_02I_04M;lr104;1;1;06;02;04;50;25;57.5;36.3636;47.1212;45.5391;73.4478;61.8797;18.4435;18.4435;0;0;2.594
06R_06V_02I_04M;lr105;1;1;06;02;04;66.6667;75;88.4615;20.5882;48.791175;31.387;72.6957;51.2826;12.7377;10.0739;2.6638;0;5.3131
06R_06V_02I_04M;lr101;1;1;06;02;04;100;75;76.4706;16.2791;34.340033;47.087;64.4478;55.3471;13.8116;11.1391;2.6725;3.1733;14.7683
06R_06V_02I_04M;lr102;1;1;06;02;04;50;50;68.4211;8.6207;45.8195;75.9304;80.4435;78.587;10.0435;10.0435;0;0;7.4304
06R_06V_02I_04M;lr103;1;1;06;02;04;50;50;61.5385;59.375;60.096167;56.0957;76.6522;65.5435;17.9304;14.3326;3.5978;0;0
06R_06V_02I_04M;lr104;1;1;06;02;04;50;25;88.4615;36.3636;65.967333;45.5391;73.4478;61.8797;18.4435;18.4435;0;0;2.594
06R_06V_02I_04M;lr105;1;1;06;02;04;66.6667;75;88.4615;13.4615;49.010175;31.387;72.6957;51.2826;12.7377;10.0739;2.6638;0;5.3131
06R_06V_02I_04M;lr201;2;1;06;02;04;33.3333;50;86.5385;46.5116;66.52505;20.009;64.004;42.0065;3.3625;2.69;0.6725;14.2202;34.9915
06R_06V_02I_04M;lr202;2;1;06;02;04;33.3333;50;92.1053;61.5385;76.8219;22.875;37.729;30.302;3.182;2.5495;0.6325;0.2571;0.2571
06R_06V_02I_04M;lr203;2;1;06;02;04;16.6667;75;87.5;87.5;87.5;67.669;67.669;67.669;4.2693;3.18;1.0893;10.1568;2.0467
06R_06V_02I_04M;lr204;2;1;06;02;04;16.6667;75;93.75;93.75;93.75;55.306;55.306;55.306;1.7533;1.4513;0.302;0;0
06R_06V_02I_04M;lr205;2;1;06;02;04;16.6667;25;95.3488;95.3488;95.3488;54.92;54.92;54.92;2.01;2.01;0;0;2.6056
06R_06V_02I_04M;lr201;2;1;06;02;04;33.3333;50;86.5385;58.8235;72.681;20.009;64.004;42.0065;3.3625;2.69;0.6725;14.2202;34.9915
06R_06V_02I_04M;lr202;2;1;06;02;04;33.3333;50;73.6842;42.1053;57.89475;22.875;37.729;30.302;2.569;2.569;0;0;8.9043
06R_06V_02I_04M;lr203;2;1;06;02;04;16.6667;75;100;100;100;67.669;67.669;67.669;4.777;4.2093;0.5677;8.9598;2.0467
06R_06V_02I_04M;lr204;2;1;06;02;04;16.6667;75;78.9474;78.9474;78.9474;55.306;55.306;55.306;1.7533;1.4513;0.302;0;0
06R_06V_02I_04M;lr205;2;1;06;02;04;16.6667;25;82.6923;82.6923;82.6923;54.92;54.92;54.92;2.01;2.01;0;0;0
06R_06V_02I_04M;lr201;2;1;06;02;04;33.3333;50;86.5385;58.8235;72.681;20.009;64.004;42.0065;3.3625;2.69;0.6725;14.2202;34.9915
06R_06V_02I_04M;lr202;2;1;06;02;04;33.3333;50;92.1053;50;71.05265;22.875;37.729;30.302;3.182;2.5495;0.6325;0.2571;0.2571
06R_06V_02I_04M;lr203;2;1;06;02;04;16.6667;75;100;100;100;67.669;67.669;67.669;4.777;4.2093;0.5677;8.9598;2.0467
06R_06V_02I_04M;lr204;2;1;06;02;04;16.6667;75;93.75;93.75;93.75;55.306;55.306;55.306;1.7533;1.4513;0.302;0;0
06R_06V_02I_04M;lr205;2;1;06;02;04;16.6667;25;100;100;100;54.92;54.92;54.92;2.01;2.01;0;0;0
06R_06V_02I_04M;lr201;2;1;06;02;04;33.3333;50;86.5385;46.5116;66.52505;20.009;64.004;42.0065;3.3625;2.69;0.6725;14.2202;34.9915
06R_06V_02I_04M;lr202;2;1;06;02;04;33.3333;50;92.1053;50;71.05265;22.875;37.729;30.302;3.182;2.5495;0.6325;0;0
06R_06V_02I_04M;lr203;2;1;06;02;04;16.6667;75;100;100;100;67.669;67.669;67.669;5.3127;4.2233;1.0893;6.8421;2.0467
06R_06V_02I_04M;lr204;2;1;06;02;04;16.6667;75;93.75;93.75;93.75;55.306;55.306;55.306;1.7533;1.4513;0.302;0;0
06R_06V_02I_04M;lr205;2;1;06;02;04;16.6667;25;100;100;100;54.92;54.92;54.92;2.01;2.01;0;0;0
06R_06V_02I_04M;lr201;2;1;06;02;04;33.3333;50;86.5385;46.5116;66.52505;20.009;64.004;42.0065;3.3625;2.69;0.6725;14.2202;34.9915
06R_06V_02I_04M;lr202;2;1;06;02;04;33.3333;50;90.625;61.5385;76.08175;22.875;37.729;30.302;2.569;2.569;0;0;0.493
06R_06V_02I_04M;lr203;2;1;06;02;04;16.6667;75;100;100;100;67.669;67.669;67.669;5.3127;4.2233;1.0893;6.8421;2.0467
06R_06V_02I_04M;lr204;2;1;06;02;04;16.6667;75;93.75;93.75;93.75;55.306;55.306;55.306;1.7533;1.4513;0.302;0;0
06R_06V_02I_04M;lr205;2;1;06;02;04;16.6667;25;88.4615;88.4615;88.4615;54.92;54.92;54.92;2.01;2.01;0;0;0
06R_06V_04I_03M;lr101;1;1;06;04;03;100;100;50;17.3077;31.384383;29.1826;84.8;56.8623;45.6449;26.8377;18.8072;0;12.3078
06R_06V_04I_03M;lr102;1;1;06;04;03;50;100;94.8276;50;65.819733;85.1853;93.9138;89.0704;41.467;34.0057;7.4612;1.0356;3.6546
06R_06V_04I_03M;lr103;1;1;06;04;03;50;66.6667;73.0769;18.4211;50.291;42.9826;86.1913;65.0536;23.5152;23.5152;0;0;0
06R_06V_04I_03M;lr104;1;1;06;04;03;50;100;76.9231;46.1538;56.858967;45.7652;86.4739;68.0493;26.4304;19.4232;7.0072;0.2157;1.1145
06R_06V_04I_03M;lr105;1;1;06;04;03;66.6667;100;88.4615;16.2791;49.458075;35.9391;71.0739;56.687;38.342;25.0029;13.3391;0;1.5636
06R_06V_04I_03M;lr101;1;1;06;04;03;100;100;60.4651;13.4615;33.992767;29.1826;84.8;56.8623;45.6449;26.8377;18.8072;0;12.3078
06R_06V_04I_03M;lr102;1;1;06;04;03;50;100;94.8276;50;65.819733;85.1853;93.9138;89.0704;41.467;34.0057;7.4612;1.0356;3.6546
06R_06V_04I_03M;lr103;1;1;06;04;03;50;66.6667;73.0769;18.4211;50.291;42.9826;86.1913;65.0536;23.5152;23.5152;0;0;0
06R_06V_04I_03M;lr104;1;1;06;04;03;50;100;76.9231;36.3636;62.1212;45.7652;86.4739;68.0493;26.4304;19.4232;7.0072;0.2157;1.1145
06R_06V_04I_03M;lr105;1;1;06;04;03;66.6667;100;88.4615;16.2791;48.99635;35.9391;71.0739;56.687;38.342;25.0029;13.3391;0;1.5636
06R_06V_04I_03M;lr101;1;1;06;04;03;100;100;76.4706;15.3846;33.29035;29.1826;84.8;56.8623;45.6449;26.8377;18.8072;0;12.3078
06R_06V_04I_03M;lr102;1;1;06;04;03;50;100;94.8276;50;65.819733;85.1853;93.9138;89.0704;41.467;34.0057;7.4612;1.0356;3.6546
06R_06V_04I_03M;lr103;1;1;06;04;03;50;66.6667;73.0769;18.4211;50.291;42.9826;86.1913;65.0536;23.5152;23.5152;0;0;0
06R_06V_04I_03M;lr104;1;1;06;04;03;50;100;50;46.1538;47.8846;45.7652;86.4739;68.0493;26.4304;19.4232;7.0072;0.2157;1.1145
06R_06V_04I_03M;lr105;1;1;06;04;03;66.6667;100;88.4615;16.2791;49.458075;35.9391;71.0739;56.687;38.342;25.0029;13.3391;0;1.5636
06R_06V_04I_03M;lr101;1;1;06;04;03;100;100;60.4651;13.4615;32.12625;29.1826;84.8;56.8623;45.6449;26.8377;18.8072;0;12.3078
06R_06V_04I_03M;lr102;1;1;06;04;03;50;100;94.8276;50;65.819733;85.1853;93.9138;89.0704;41.467;34.0057;7.4612;1.0356;3.6546
06R_06V_04I_03M;lr103;1;1;06;04;03;50;66.6667;73.0769;18.4211;50.291;42.9826;86.1913;65.0536;23.5152;23.5152;0;0;0
06R_06V_04I_03M;lr104;1;1;06;04;03;50;100;76.9231;30;60;45.7652;86.4739;68.0493;26.4304;19.4232;7.0072;0.2157;1.1145
06R_06V_04I_03M;lr105;1;1;06;04;03;66.6667;100;88.4615;20.5882;50.073625;35.9391;71.0739;56.687;38.342;25.0029;13.3391;0;1.5636
06R_06V_04I_03M;lr101;1;1;06;04;03;100;100;58.8235;13.4615;32.852333;29.1826;84.8;56.8623;45.6449;26.8377;18.8072;0;12.3078
06R_06V_04I_03M;lr102;1;1;06;04;03;50;100;94.8276;50;65.819733;85.1853;93.9138;89.0704;41.467;34.0057;7.4612;1.0356;3.6546
06R_06V_04I_03M;lr103;1;1;06;04;03;50;66.6667;73.0769;18.4211;50.291;42.9826;86.1913;65.0536;23.5152;23.5152;0;0;0
06R_06V_04I_03M;lr104;1;1;06;04;03;50;100;76.9231;30;60;45.7652;86.4739;68.0493;26.4304;19.4232;7.0072;0.2157;1.1145
06R_06V_04I_03M;lr105;1;1;06;04;03;66.6667;100;88.4615;16.2791;49.458075;35.9391;71.0739;56.687;38.342;25.0029;13.3391;0;1.5636
06R_06V_04I_03M;lr201;2;1;06;04;03;33.3333;100;86.5385;46.5116;66.52505;18.162;72.217;45.1895;7.0553;5.7777;1.2777;11.0223;34.1747
06R_06V_04I_03M;lr202;2;1;06;04;03;16.6667;100;87.5;87.5;87.5;54.787;54.787;54.787;6.46;5.4447;1.0153;0;0.2446
06R_06V_04I_03M;lr203;2;1;06;04;03;16.6667;66.6667;87.5;87.5;87.5;68.501;68.501;68.501;14.288;11.7815;2.5065;3.6335;2.4788
06R_06V_04I_03M;lr204;2;1;06;04;03;33.3333;100;81.5789;34.6154;58.09715;19.357;41.69;30.5235;11.2123;6.9837;4.2287;0;0
06R_06V_04I_03M;lr205;2;1;06;04;03;16.6667;100;88.4615;88.4615;88.4615;53.522;53.522;53.522;6.8383;5.0673;1.771;0;0.0019
06R_06V_04I_03M;lr201;2;1;06;04;03;33.3333;100;86.5385;58.8235;72.681;18.162;72.217;45.1895;7.0553;5.7777;1.2777;11.0223;34.1747
06R_06V_04I_03M;lr202;2;1;06;04;03;16.6667;100;73.6842;73.6842;73.6842;54.787;54.787;54.787;6.46;5.4447;1.0153;0;0.2446
06R_06V_04I_03M;lr203;2;1;06;04;03;16.6667;66.6667;100;100;100;68.501;68.501;68.501;14.295;11.7885;2.5065;5.6758;0.8642
06R_06V_04I_03M;lr204;2;1;06;04;03;33.3333;100;81.5789;28.125;54.85195;19.357;41.69;30.5235;11.2123;6.9837;4.2287;0;0
06R_06V_04I_03M;lr205;2;1;06;04;03;16.6667;100;88.4615;88.4615;88.4615;53.522;53.522;53.522;6.8383;5.0673;1.771;0;0.0019
06R_06V_04I_03M;lr201;2;1;06;04;03;33.3333;100;86.5385;58.8235;72.681;18.162;72.217;45.1895;7.0553;5.7777;1.2777;11.0223;34.1747
06R_06V_04I_03M;lr202;2;1;06;04;03;16.6667;100;84.2105;84.2105;84.2105;54.787;54.787;54.787;7.241;5.4947;1.7463;0;0.2227
06R_06V_04I_03M;lr203;2;1;06;04;03;16.6667;66.6667;100;100;100;68.501;68.501;68.501;14.295;11.7885;2.5065;5.6758;0.8642
06R_06V_04I_03M;lr204;2;1;06;04;03;33.3333;100;81.5789;34.6154;58.09715;19.357;41.69;30.5235;11.2123;6.9837;4.2287;0;0
06R_06V_04I_03M;lr205;2;1;06;04;03;16.6667;100;88.4615;88.4615;88.4615;53.522;53.522;53.522;6.8383;5.0673;1.771;0;0.0019
06R_06V_04I_03M;lr201;2;1;06;04;03;33.3333;100;86.5385;58.8235;72.681;18.162;72.217;45.1895;7.0553;5.7777;1.2777;11.0223;34.1747
06R_06V_04I_03M;lr202;2;1;06;04;03;16.6667;100;87.5;87.5;87.5;54.787;54.787;54.787;6.46;5.4447;1.0153;0;0.2446
06R_06V_04I_03M;lr203;2;1;06;04;03;16.6667;66.6667;87.5;87.5;87.5;68.501;68.501;68.501;12.507;10.0005;2.5065;0;0
06R_06V_04I_03M;lr204;2;1;06;04;03;33.3333;100;96.875;34.6154;65.7452;19.357;41.69;30.5235;11.2123;6.9837;4.2287;0;0
06R_06V_04I_03M;lr205;2;1;06;04;03;16.6667;100;88.4615;88.4615;88.4615;53.522;53.522;53.522;6.8383;5.0673;1.771;0;0.0019
06R_06V_04I_03M;lr201;2;1;06;04;03;33.3333;100;86.5385;38.4615;62.5;18.162;72.217;45.1895;7.0553;5.7777;1.2777;11.0223;34.1747
06R_06V_04I_03M;lr202;2;1;06;04;03;16.6667;100;87.5;87.5;87.5;54.787;54.787;54.787;8.022;5.4947;2.5273;0;0.3158
06R_06V_04I_03M;lr203;2;1;06;04;03;16.6667;66.6667;87.5;87.5;87.5;68.501;68.501;68.501;12.346;9.8395;2.5065;7.1678;0.8642
06R_06V_04I_03M;lr204;2;1;06;04;03;33.3333;100;81.5789;34.6154;58.09715;19.357;41.69;30.5235;11.2123;6.9837;4.2287;0;0
06R_06V_04I_03M;lr205;2;1;06;04;03;16.6667;100;88.4615;88.4615;88.4615;53.522;53.522;53.522;6.8383;5.0673;1.771;0;0.0019
06R_06V_04I_04M;lr101;1;1;06;04;04;100;100;50;13.4615;31.621133;29.1826;80.8;54.8841;26.5446;19.9815;6.563;3.1961;12.8326
06R_06V_04I_04M;lr102;1;1;06;04;04;50;75;94.8276;10.4167;52.6253;80.9784;98.1552;88.1063;33.3362;33.3362;0;1.3459;4.1465
06R_06V_04I_04M;lr103;1;1;06;04;04;50;75;73.0769;18.4211;50.291;42.113;86.1913;64.7638;17.7145;15.5362;2.1783;0;0
06R_06V_04I_04M;lr104;1;1;06;04;04;50;100;76.9231;46.1538;56.858967;45.7652;84.5435;67.4058;18.2337;14.3913;3.8424;0.2157;1.1145
06R_06V_04I_04M;lr105;1;1;06;04;04;66.6667;100;88.4615;16.2791;49.458075;37.0348;68.5565;55.7859;25.0239;18.3457;6.6783;0;1.5174
06R_06V_04I_04M;lr101;1;1;06;04;04;100;100;50;17.3077;30.973983;29.1826;80.8;54.8841;26.5446;19.9815;6.563;3.1961;12.8326
06R_06V_04I_04M;lr102;1;1;06;04;04;50;75;94.8276;10.4167;52.6253;80.9784;98.1552;88.1063;33.3362;33.3362;0;1.3459;4.1465
06R_06V_04I_04M;lr103;1;1;06;04;04;50;75;73.0769;18.4211;50.291;42.113;86.1913;64.7638;17.7145;15.5362;2.1783;0;0
06R_06V_04I_04M;lr104;1;1;06;04;04;50;100;76.9231;36.3636;62.1212;45.7652;84.5435;67.4058;18.2337;14.3913;3.8424;0.2157;1.1145
06R_06V_04I_04M;lr105;1;1;06;04;04;66.6667;100;88.4615;16.2791;48.99635;37.0348;68.5565;55.7859;25.0239;18.3457;6.6783;0;1.5174
06R_06V_04I_04M;lr101;1;1;06;04;04;100;100;50;16.2791;30.851667;29.1826;80.8;54.8841;26.5446;19.9815;6.563;3.1961;12.8326
06R_06V_04I_04M;lr102;1;1;06;04;04;50;75;94.8276;10.4167;52.6253;80.9784;98.1552;88.1063;33.3362;33.3362;0;1.3459;4.1465
06R_06V_04I_04M;lr103;1;1;06;04;04;50;75;73.0769;18.4211;50.291;42.113;86.1913;64.7638;17.7145;15.5362;2.1783;0;0
06R_06V_04I_04M;lr104;1;1;06;04;04;50;100;50;46.1538;47.8846;45.7652;84.5435;67.4058;18.2337;14.3913;3.8424;0.2157;1.1145
06R_06V_04I_04M;lr105;1;1;06;04;04;66.6667;100;88.4615;20.5882;50.53535;37.0348;68.5565;55.7859;25.0239;18.3457;6.6783;0;1.5174
06R_06V_04I_04M;lr101;1;1;06;04;04;100;100;60.4651;15.3846;33.416633;29.1826;80.8;54.8841;26.5446;19.9815;6.563;3.1961;12.8326
06R_06V_04I_04M;lr102;1;1;06;04;04;50;75;94.8276;10.4167;52.6253;80.9784;98.1552;88.1063;33.3362;33.3362;0;1.3459;4.1465
06R_06V_04I_04M;lr103;1;1;06;04;04;50;75;73.0769;18.4211;50.291;42.113;86.1913;64.7638;17.7145;15.5362;2.1783;0;0
06R_06V_04I_04M;lr104;1;1;06;04;04;50;100;76.9231;30;60;45.7652;84.5435;67.4058;18.2337;14.3913;3.8424;0.2157;1.1145
06R_06V_04I_04M;lr105;1;1;06;04;04;66.6667;100;88.4615;20.5882;47.61125;37.0348;68.5565;55.7859;25.0239;18.3457;6.6783;0;1.5174
06R_06V_04I_04M;lr101;1;1;06;04;04;100;100;60.4651;17.3077;31.786883;29.1826;80.8;54.8841;26.5446;19.9815;6.563;3.1961;12.8326
