0,70,70,0,0,0,2535,0,0,0
1,101,0,0,9,1932,2172,10,0,72
5,69,116,0,26,1317,1557,10,0,55
6,137,137,1,27,339,579,10,0,200
7,103,119,0,18,1276,1516,10,0,96
8,78,111,0,22,47,287,10,0,11
9,107,25,1,13,1035,1275,10,0,82
11,37,138,1,-22,779,1019,10,8,0
15,137,7,0,40,563,803,10,0,80
16,50,106,1,-13,1221,1461,10,36,0
17,46,112,1,10,1084,1324,10,0,189
18,79,72,1,22,9,249,10,0,167
19,104,32,1,18,479,719,10,0,102
20,8,87,1,17,1545,1785,10,0,110
21,109,139,0,8,392,632,10,0,51
23,78,63,0,19,10,250,10,0,124
24,95,135,0,27,1542,1782,10,0,87
26,64,132,0,8,170,410,10,0,83
28,39,13,0,20,1443,1683,10,0,108
29,120,14,0,20,974,1214,10,0,188
31,140,42,0,13,342,582,10,0,92
32,121,124,1,21,539,779,10,0,190
33,42,29,0,12,180,420,10,0,63
34,44,58,0,30,28,268,10,0,134
35,32,6,1,11,320,560,10,0,158
36,41,36,0,13,146,386,10,0,16
37,106,10,0,13,1135,1375,10,0,76
38,107,102,1,12,817,1057,10,0,112
40,132,133,0,24,499,739,10,0,128
41,81,57,1,8,17,257,10,0,127
42,120,52,1,20,1437,1677,10,0,126
43,113,32,1,36,516,756,10,0,50
44,137,101,1,12,617,857,10,0,193
45,82,103,0,15,79,319,10,0,157
47,90,44,1,6,149,389,10,0,138
48,139,73,1,10,288,528,10,0,194
49,89,24,0,-34,1144,1384,10,60,0
50,64,138,1,-36,1700,1940,10,43,0
51,98,4,0,-8,651,891,10,21,0
53,60,84,1,23,1866,2106,10,0,171
55,84,88,1,-26,1365,1605,10,5,0
56,86,40,0,22,34,274,10,0,65
57,69,115,0,20,801,1041,10,0,98
58,59,115,0,26,1195,1435,10,0,115
60,107,77,1,34,37,277,10,0,49
61,104,54,1,13,150,390,10,0,145
62,54,33,0,20,41,281,10,0,137
63,32,52,1,-12,544,784,10,33,0
65,99,34,1,-22,243,483,10,56,0
72,88,29,0,-9,2195,2435,10,1,0
76,9,19,0,-13,1431,1671,10,37,0
80,71,70,0,-40,1861,2101,10,15,0
82,36,54,1,-13,1428,1668,10,9,0
83,16,92,0,-8,1375,1615,10,26,0
87,34,72,0,-27,2134,2374,10,24,0
92,102,52,1,-13,576,816,10,31,0
96,86,80,0,-18,1438,1678,10,7,0
98,18,104,0,-20,1287,1527,10,57,0
102,109,78,0,-18,891,1131,10,19,0
108,15,18,1,-20,1540,1780,10,28,0
110,16,62,1,-17,1524,1764,10,20,0
112,123,84,0,-12,1606,1846,10,38,0
115,93,61,1,-26,2024,2264,10,58,0
124,85,111,1,-19,952,1192,10,23,0
126,40,113,1,-20,1846,2086,10,42,0
127,138,105,1,-8,1554,1794,10,41,0
128,116,105,0,-24,517,757,10,40,0
134,23,19,1,-30,626,866,10,34,0
137,69,6,0,-20,272,512,10,62,0
138,100,99,1,-6,1136,1376,10,47,0
145,115,82,0,-13,1010,1250,10,61,0
157,56,129,1,-15,1086,1326,10,45,0
158,54,41,1,-11,1065,1305,10,35,0
167,137,84,1,-22,358,598,10,18,0
171,66,82,0,-23,1944,2184,10,53,0
188,15,9,1,-20,1581,1821,10,29,0
189,5,99,0,-10,1237,1477,10,17,0
190,36,38,1,-21,1691,1931,10,32,0
193,137,127,1,-12,722,962,10,44,0
194,120,102,1,-10,326,566,10,48,0
200,116,83,0,-27,658,898,10,6,0
