full_name;type;alpha;feasible;minrpd;meanrpd;maxrpd
LR2_2_10_t2_40R_40V_02I_05M;t2;0.05;0;0;4.03343105245345;6.69075687134922
LR2_2_10_t2_40R_40V_02I_05M;t2;0.1;0;3.03024690214673;6.51225249587879;9.84880758538355
LR2_2_10_t2_40R_40V_02I_05M;t2;0.15;0;5.16586712108022;7.89678537210442;10.7215442876411
LR2_2_10_t2_40R_40V_02I_05M;t2;0.2;0;5.13269538070886;8.99353235254993;13.2813249837088
LR2_2_10_t2_40R_40V_02I_06M;t2;0.05;0;0;4.05915296059558;6.72022771868659
LR2_2_10_t2_40R_40V_02I_06M;t2;0.1;0;3.05870661849541;6.54895025390971;9.87915077099282
LR2_2_10_t2_40R_40V_02I_06M;t2;0.15;0;5.19491675298755;7.91936366775305;10.7521285465249
LR2_2_10_t2_40R_40V_02I_06M;t2;0.2;0;5.16173584969219;9.00917106692606;13.079507844673
LR2_2_10_t2_60R_60V_02I_06M;t2;0.05;0;0;5.21493409100833;8.27373378677393
LR2_2_10_t2_60R_60V_02I_06M;t2;0.1;0;5.16193170567251;7.58702312323626;10.372199718309
LR2_2_10_t2_60R_60V_02I_06M;t2;0.15;0;5.10709639945287;9.8975646015758;12.4967631937301
LR2_2_10_t2_60R_60V_02I_06M;t2;0.2;0;5.95887148939799;11.3911361773902;13.5041080783576
LR2_2_6_t2_40R_40V_04I_06M;t2;0.05;0;0;2.05987460341695;3.84092049212371
LR2_2_6_t2_40R_40V_04I_06M;t2;0.1;0;0.426489315117219;2.98308471567659;5.18733148890407
LR2_2_6_t2_40R_40V_04I_06M;t2;0.15;0;0.570442042249622;3.38747779051019;6.8605722204792
LR2_2_6_t2_40R_40V_04I_06M;t2;0.2;0;0.598125259005848;4.20477862654334;7.18354308263524
LR2_2_7_t2_40R_40V_04I_05M;t2;0.05;0;0;5.67949858046588;7.87856026744451
LR2_2_7_t2_40R_40V_04I_05M;t2;0.1;0;2.61100873514547;7.52916417753614;11.2237571049677
LR2_2_7_t2_40R_40V_04I_05M;t2;0.15;0;2.710249639522;8.03105072766933;11.5440522590927
LR2_2_7_t2_40R_40V_04I_05M;t2;0.2;0;4.62949089416055;9.00503209762191;13.1112801882075
LR2_2_8_t2_60R_60V_02I_05M;t2;0.05;0;0;5.56378351548954;8.84488912254808
LR2_2_8_t2_60R_60V_02I_05M;t2;0.1;0;4.09206534765331;10.1289352433883;13.5221183454753
LR2_2_8_t2_60R_60V_02I_05M;t2;0.15;0;11.6322545462857;14.7784410215551;18.3379647922048
LR2_2_8_t2_60R_60V_02I_05M;t2;0.2;0;12.7232325079432;16.3381378596456;19.2697533625698
LR2_2_8_t2_60R_60V_04I_05M;t2;0.05;0;0;6.16145109143059;10.5160284466411
LR2_2_8_t2_60R_60V_04I_05M;t2;0.1;0;3.98016890768026;10.508593320037;15.5148863498741
LR2_2_8_t2_60R_60V_04I_05M;t2;0.15;0;13.0162239061549;15.4922896970607;17.7736318217286
LR2_2_8_t2_60R_60V_04I_05M;t2;0.2;0;9.1436727072599;16.2073112589279;17.8185491845122
LR2_2_8_t2_60R_60V_04I_06M;t2;0.05;0;0;4.73005302098968;8.42769762197467
LR2_2_8_t2_60R_60V_04I_06M;t2;0.1;0;1.81734533030644;8.81736795661782;12.3815701151679
LR2_2_8_t2_60R_60V_04I_06M;t2;0.15;0;10.5218381615368;13.2103794432419;15.9150457428595
LR2_2_8_t2_60R_60V_04I_06M;t2;0.2;0;7.2672695321633;14.296374510706;15.9150457428595
lr207_t2_12R_12V_02I_04M;t2;0.05;0;0.764047577195756;1.66250659166813;2.18901974570809
lr207_t2_12R_12V_02I_04M;t2;0.1;0;0.674986816663736;2.0351555633679;2.84642878068787
lr207_t2_12R_12V_02I_04M;t2;0.15;0;0;2.44178824632331;3.4159489072479
lr207_t2_12R_12V_02I_04M;t2;0.2;0;2.03081971055252;3.41290209175602;5.24989746294017
lr207_t2_12R_12V_04I_03M;t2;0.05;0;0;2.19134523146887;4.55595163372376
lr207_t2_12R_12V_04I_03M;t2;0.1;0;0.0260543113963959;3.45959805303237;6.16539750589183
lr207_t2_12R_12V_04I_03M;t2;0.15;0;2.14474354267578;5.11025710868201;7.03229550326271
lr207_t2_12R_12V_04I_03M;t2;0.2;0;2.54740108243821;6.01635500183565;10.4181716979121
lr207_t2_12R_12V_04I_04M;t2;0.05;0;0;2.82456917715531;5.09562530687521
lr207_t2_12R_12V_04I_04M;t2;0.1;0;1.12091781133612;5.14915631773709;6.70395075626026
lr207_t2_12R_12V_04I_04M;t2;0.15;0;3.48969498101864;6.44401997533023;8.21766882626972
lr207_t2_12R_12V_04I_04M;t2;0.2;0;2.4178772020167;7.47841394919943;10.6056069841802
lr208_t2_08R_08V_02I_04M;t2;0.05;0;0.118539592223799;1.23582084108399;2.51668672721303
lr208_t2_08R_08V_02I_04M;t2;0.1;0;0;1.19797935587409;3.32457964036912
lr208_t2_08R_08V_02I_04M;t2;0.15;0;0.118539592223799;1.35499872341977;2.73917642338695
lr208_t2_08R_08V_02I_04M;t2;0.2;0;0.840719261771896;1.72949265054528;3.75496954444321
lr208_t2_08R_08V_04I_04M;t2;0.05;0;0;0.301437650597538;0.735805423937118
lr208_t2_08R_08V_04I_04M;t2;0.1;0;0;0.357148632695634;0.742274043048665
lr208_t2_08R_08V_04I_04M;t2;0.15;0;0.37679706324693;0.63497582353607;1.20478030952343
lr208_t2_08R_08V_04I_04M;t2;0.2;0;0;0.792890987596422;1.61068615877226
lr208_t2_12R_12V_02I_03M;t2;0.05;0;1.34603327063407;2.50570296554208;3.52449940635797
lr208_t2_12R_12V_02I_03M;t2;0.1;0;0.87778978402103;3.44799295633729;5.11199156894918
